id_reference,type_reference,designation,programme,code_filiere,coeff_avion,longueur_piece_brut_mm,largeur_piece_brut_mm,epaisseur_brut_mm,debit_mm2,magasin,date_reception_OMP,date_besoin_client,date_transmission_proc,livrable,constituant,famille_code_filiere,norm_mat_inge,norm_mat_fab,indice_manufacturing,codes_protections,avion_impacte_pp,complexite_piece_pp,priorite_pp,indice_client_pp,classe_piece_ref_pp,procedes_speciaux_ind,cms_mat_pp,fournisseur_cmde,supplier_cmde,rang_appro,indice_client,factory,usine,priorite,type_cycle,date_emission_commande,quantite_commande,cycle_negocie,advancement_percentage_tooling,date_prev_livraison_outillage,date_reelle_livraison_outillage,advancement_percentage_program,date_prev_livraison_prog,date_reelle_livraison_prog,advancement_percentage_industrialization,date_prev_livraison_indus,date_reelle_livraison_indus,type_lot,date_prev_fin_usinage,date_reelle_fin_usinage,lieu_TS,date_prev_fin_TS,date_reelle_fin_TS,date_prev_reception_QI_fournisseur,date_reelle_reception_QI_fournisseur,lieu_equipement,date_prev_fin_equipement,date_reelle_fin_equipement,date_expedition,quantite_expediee,date_livraison_contractuelle,date_livraison_previsionnelle_S,date_reception_effective,quantite_receptionnee,ecart_commande,date_livraison_contractuelle_initiale,date_liberation,etat_reference,etat_reference,date_creation_nomenclature_appro,date_reception_matiere_fournisseur,date_liberation_previsionelle,quantite_liberee,supplier_achat,fournisseur_achat,indice_client,autonomie_matiere,autonomie_quincaillerie,quantite_FAI,type_cycle,cycle_fil_rouge_1ere_commande,cycle_fil_rouge_recommande,NRC_fil_rouge_total,RC_fil_rouge,cycle_standard_1ere_commande,cycle_standard_recommande,NRC_standard_total,RC_standard,devise,date_affectation,lag_time
15255,PE,STRAP STGR 7,programme_2,code_filiere_20,1,NA,NA,5.994400024,NA,magasin_14,2014-01-29,2014-05-09,2014-01-29,FALSE,FALSE,famille_code_filiere_4,BAMS516-024,BAMS516-024,D.3,NA,P2_MSN1,Medium,P0,B,2,-,B0BAMS516024P1-05,fournisseur_17,supplier_17,1,B00,factory_1,usine_1,NA,Speedshop,2014-04-15,5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lot2_Bon pour appro, prog et outillage",NA,2014-07-05,MASA,2014-07-18,2014-07-18,NA,NA,NA,NA,NA,2014-07-18,5,2014-07-15,2014-07-21,2014-07-22,3,2,2014-05-26,2014-08-28,Stock Available,Stock disponible,NA,NA,2014-07-29,NA,supplier_11,fournisseur_11,A00,FALSE,FALSE,5,Standard,36,36,NA,NA,72,72,NA,NA,devise_2,2014-02-07,-111
15255,PE,STRAP STGR 7,programme_2,code_filiere_20,1,NA,NA,5.994400024,NA,magasin_14,2014-01-29,2014-05-09,2014-01-29,FALSE,FALSE,famille_code_filiere_4,BAMS516-024,BAMS516-024,D.3,NA,P2_MSN1,Medium,P0,B,2,-,B0BAMS516024P1-05,fournisseur_17,supplier_17,1,B00,factory_1,usine_1,NA,Speedshop,2014-04-15,5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lot2_Bon pour appro, prog et outillage",NA,2014-07-05,MASA,2014-07-18,2014-07-18,NA,NA,NA,NA,NA,2014-07-18,5,2014-07-15,2014-07-21,2014-07-22,3,2,2014-05-26,2014-08-28,Stock Available,Stock disponible,NA,NA,2014-07-29,NA,supplier_17,fournisseur_17,A00,FALSE,FALSE,5,Speedshop,30,25,0.013020735,0.006151826,60,50,0.011322378,0.004000574,devise_2,NA,-111
15255,PE,STRAP STGR 7,programme_2,code_filiere_20,1,NA,NA,5.994400024,NA,magasin_14,2014-01-29,2014-05-09,2014-01-29,FALSE,FALSE,famille_code_filiere_4,BAMS516-024,BAMS516-024,D.3,NA,P2_MSN1,Medium,P0,B,2,-,B0BAMS516024P1-05,fournisseur_17,supplier_17,2,B00,factory_1,usine_1,NA,Speedshop,2014-04-15,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lot2_Bon pour appro, prog et outillage",NA,2014-07-05,MASA,2014-07-18,2014-07-18,NA,NA,NA,NA,NA,2014-07-18,5,2014-07-15,2014-07-21,2014-08-11,2,0,2014-05-26,2014-08-28,Stock Available,Stock disponible,NA,NA,2014-08-18,NA,supplier_11,fournisseur_11,A00,FALSE,FALSE,5,Standard,36,36,NA,NA,72,72,NA,NA,devise_2,2014-02-07,-111
15256,PE,STRAP STGR 7,programme_2,code_filiere_20,1,NA,NA,5.994400024,NA,magasin_14,2014-01-29,2014-05-09,2014-01-29,FALSE,FALSE,famille_code_filiere_4,BAMS516-024,BAMS516-024,D.3,NA,P2_MSN1,Medium,P0,B,2,-,B0BAMS516024P1-05,fournisseur_17,supplier_17,1,B00,factory_1,usine_1,NA,Speedshop,2014-04-15,5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lot2_Bon pour appro, prog et outillage",NA,2014-07-05,MASA,2014-07-18,2014-07-18,NA,NA,NA,NA,NA,2014-07-18,5,2014-07-15,2014-07-21,2014-07-22,3,2,2014-05-26,2014-08-14,Stock Available,Stock disponible,NA,NA,2014-07-29,NA,supplier_11,fournisseur_11,A00,FALSE,FALSE,5,Standard,36,36,NA,NA,72,72,NA,NA,devise_2,2014-02-07,-97
15256,PE,STRAP STGR 7,programme_2,code_filiere_20,1,NA,NA,5.994400024,NA,magasin_14,2014-01-29,2014-05-09,2014-01-29,FALSE,FALSE,famille_code_filiere_4,BAMS516-024,BAMS516-024,D.3,NA,P2_MSN1,Medium,P0,B,2,-,B0BAMS516024P1-05,fournisseur_17,supplier_17,2,B00,factory_1,usine_1,NA,Speedshop,2014-04-15,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lot2_Bon pour appro, prog et outillage",NA,2014-07-05,MASA,2014-07-18,2014-07-18,NA,NA,NA,NA,NA,2014-07-18,5,2014-07-15,2014-07-21,2014-08-11,2,0,2014-05-26,2014-08-11,Stock Available,Stock disponible,NA,NA,2014-08-18,NA,supplier_17,fournisseur_17,A00,FALSE,FALSE,5,Speedshop,30,25,0.013020735,0.006151826,60,50,0.011322378,0.004000574,devise_2,NA,-94
15256,PE,STRAP STGR 7,programme_2,code_filiere_20,1,NA,NA,5.994400024,NA,magasin_14,2014-01-29,2014-05-09,2014-01-29,FALSE,FALSE,famille_code_filiere_4,BAMS516-024,BAMS516-024,D.3,NA,P2_MSN1,Medium,P0,B,2,-,B0BAMS516024P1-05,fournisseur_17,supplier_17,1,B00,factory_1,usine_1,NA,Speedshop,2014-04-15,5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lot2_Bon pour appro, prog et outillage",NA,2014-07-05,MASA,2014-07-18,2014-07-18,NA,NA,NA,NA,NA,2014-07-18,5,2014-07-15,2014-07-21,2014-07-22,3,2,2014-05-26,2014-08-14,Stock Available,Stock disponible,NA,NA,2014-07-29,NA,supplier_17,fournisseur_17,A00,FALSE,FALSE,5,Speedshop,30,25,0.013020735,0.006151826,60,50,0.011322378,0.004000574,devise_2,NA,-97
15256,PE,STRAP STGR 7,programme_2,code_filiere_20,1,NA,NA,5.994400024,NA,magasin_14,2014-01-29,2014-05-09,2014-01-29,FALSE,FALSE,famille_code_filiere_4,BAMS516-024,BAMS516-024,D.3,NA,P2_MSN1,Medium,P0,B,2,-,B0BAMS516024P1-05,fournisseur_17,supplier_17,2,B00,factory_1,usine_1,NA,Speedshop,2014-04-15,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lot2_Bon pour appro, prog et outillage",NA,2014-07-05,MASA,2014-07-18,2014-07-18,NA,NA,NA,NA,NA,2014-07-18,5,2014-07-15,2014-07-21,2014-08-11,2,0,2014-05-26,2014-08-11,Stock Available,Stock disponible,NA,NA,2014-08-18,NA,supplier_11,fournisseur_11,A00,FALSE,FALSE,5,Standard,36,36,NA,NA,72,72,NA,NA,devise_2,2014-02-07,-94
15261,PE,"FRAME FS417, FWD LOWER PANEL, LATERAL",programme_2,code_filiere_2,1,NA,NA,1.422399998,NA,magasin_14,2014-06-13,2014-06-30,2014-07-01,FALSE,FALSE,famille_code_filiere_1,AMS-QQ-A-250/4,AMS-QQ-A-250/4,A.4,NA,P2_Test2,High,P0,B,2,-,B0QQA2504A0-02,fournisseur_9,supplier_9,1,B00,factory_1,usine_1,NA,Speedshop,2014-07-21,3,40,100,2014-05-15,2014-05-15,100,2014-07-23,2014-07-21,100,2014-07-23,2014-07-21,Lot3_Released,2014-08-07,NA,HCL,2014-08-12,NA,NA,NA,NA,NA,NA,2014-08-13,3,2014-08-14,2014-08-14,2014-08-18,3,0,2014-09-01,2014-08-19,Stock Available,Stock disponible,NA,2014-01-28,2014-08-19,NA,supplier_9,fournisseur_9,B00,FALSE,FALSE,3,Speedshop,40,NA,0.046712963,0.011126124,80,NA,0.045742408,0.007789796,devise_2,2014-07-07,-50
15265,PE,NUTE PLATE ASSY,programme_2,code_filiere_10,68,NA,NA,1.269999981,NA,magasin_12,2014-04-17,2014-08-01,2014-05-15,FALSE,FALSE,famille_code_filiere_1,AMS-QQ-A-250/4,AMS-QQ-A-250/4,A.20,NA,P2_MSN1,Medium,P1,B,2,-,B0QQA2504A0-11,fournisseur_11,supplier_11,2,B00,factory_2,usine_2,NA,Standard,2014-07-16,395,28,1,NA,NA,NA,NA,NA,1,2014-06-06,2014-06-24,Lot3_Released,2014-09-12,2014-09-05,HYDE,2014-09-26,2014-09-25,NA,NA,NA,NA,NA,2014-12-17,395,2014-12-05,2014-12-16,2014-12-22,395,0,2014-07-03,2015-03-17,Stock Available,Stock disponible,NA,NA,NA,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-228
15265,PE,NUTE PLATE ASSY,programme_2,code_filiere_10,68,NA,NA,1.269999981,NA,magasin_12,2014-04-17,2014-08-01,2014-05-15,FALSE,FALSE,famille_code_filiere_1,AMS-QQ-A-250/4,AMS-QQ-A-250/4,A.20,NA,P2_MSN1,Medium,P1,B,2,-,B0QQA2504A0-11,fournisseur_11,supplier_11,1,B00,factory_2,usine_2,NA,Standard,2014-07-16,408,28,NA,NA,NA,NA,NA,NA,1,2014-06-06,2014-06-24,Lot3_Released,2014-06-13,2014-07-02,HYDE,2014-06-27,NA,NA,NA,NA,NA,NA,2014-07-28,13,2014-07-03,2014-07-29,2014-07-31,13,395,2014-07-03,2014-08-06,Stock Available,Stock disponible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5
15274,PE,P-SEAL RETAINER,programme_2,code_filiere_10,1,NA,NA,1.016000032,NA,magasin_13,2014-07-09,2014-05-28,2014-10-09,TRUE,TRUE,famille_code_filiere_1,AMS-QQ-A-250/4,AMS-QQ-A-250/4,A.5,NA,P2_MSN1,Medium,P1,B,3,-,B0QQA2504A0-01,fournisseur_13,supplier_13,1,B00,factory_2,usine_2,NA,Speedshop,2014-12-09,5,32,NA,NA,NA,NA,NA,NA,1,2014-10-28,2014-10-29,Lot3_Released,2014-11-14,2014-11-19,HYDE,2014-12-02,NA,NA,NA,NA,NA,NA,2014-12-10,5,2014-12-09,2014-12-12,2014-12-15,5,0,2014-12-09,2014-12-16,Stock Available,Stock disponible,NA,NA,2014-12-16,5,supplier_13,fournisseur_13,B00,FALSE,FALSE,5,Speedshop,32,38,0.023301455,0.002011005,64,76,0.015534303,0.001134049,devise_2,2014-10-22,-202
15275,PE,P-SEAL RETAINER,programme_2,code_filiere_10,1,NA,NA,1.016000032,NA,magasin_13,2016-12-13,2014-05-28,2016-12-13,TRUE,TRUE,famille_code_filiere_1,AMS-QQ-A-250/4,AMS-QQ-A-250/4,B,NA,P2_MSN1,Medium,P1,B00,3,-,B0QQA2504A0-01,fournisseur_16,supplier_16,1,B00,factory_2,usine_2,NA,Speedshop,2014-10-22,5,20,NA,NA,NA,100,2014-10-19,2014-10-19,100,2014-10-28,2014-10-28,Lot3_Released,2014-10-30,2014-10-28,HCL,2014-11-08,2014-11-07,NA,NA,Detail,NA,NA,2014-11-13,5,2014-11-15,2014-11-14,2014-11-17,5,0,2014-11-15,2014-11-20,Stock Available,Stock disponible,NA,2014-10-22,2014-11-24,5,supplier_13,fournisseur_13,B00,TRUE,FALSE,10,Standard,37,25,0.018475073,0.00103931,74,50,0.011096774,6.02886e-4,devise_1,2016-12-19,-176
15275,PE,P-SEAL RETAINER,programme_2,code_filiere_10,1,NA,NA,1.016000032,NA,magasin_13,2016-12-13,2014-05-28,2016-12-13,TRUE,TRUE,famille_code_filiere_1,AMS-QQ-A-250/4,AMS-QQ-A-250/4,B,NA,P2_MSN1,Medium,P1,B00,3,-,B0QQA2504A0-01,fournisseur_13,supplier_13,2,B00,factory_2,usine_2,NA,Standard,NA,2,47,0,NA,NA,0,NA,NA,0,NA,NA,Lot3_Released,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27,2,2017-04-28,2017-04-28,2017-03-28,2,NA,2017-02-23,2017-03-28,Stock Available,Stock disponible,NA,NA,NA,2,supplier_16,fournisseur_16,B00,FALSE,FALSE,5,Speedshop,20,20,0.007010817,0.00229316,40,40,0.004673878,0.001528823,devise_2,2014-10-16,-1035
15275,PE,P-SEAL RETAINER,programme_2,code_filiere_10,1,NA,NA,1.016000032,NA,magasin_13,2016-12-13,2014-05-28,2016-12-13,TRUE,TRUE,famille_code_filiere_1,AMS-QQ-A-250/4,AMS-QQ-A-250/4,B,NA,P2_MSN1,Medium,P1,B00,3,-,B0QQA2504A0-01,fournisseur_13,supplier_13,2,B00,factory_2,usine_2,NA,Standard,NA,2,47,0,NA,NA,0,NA,NA,0,NA,NA,Lot3_Released,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-27,2,2017-04-28,2017-04-28,2017-03-28,2,NA,2017-02-23,2017-03-28,Stock Available,Stock disponible,NA,NA,NA,2,supplier_13,fournisseur_13,B00,TRUE,FALSE,10,Standard,37,25,0.018475073,0.00103931,74,50,0.011096774,6.02886e-4,devise_1,2016-12-19,-1035
15275,PE,P-SEAL RETAINER,programme_2,code_filiere_10,1,NA,NA,1.016000032,NA,magasin_13,2016-12-13,2014-05-28,2016-12-13,TRUE,TRUE,famille_code_filiere_1,AMS-QQ-A-250/4,AMS-QQ-A-250/4,B,NA,P2_MSN1,Medium,P1,B00,3,-,B0QQA2504A0-01,fournisseur_13,supplier_13,1,B00,NA,NA,NA,Standard,NA,10,47,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-09,8,2017-02-23,2017-03-10,2017-03-27,8,NA,2017-02-23,2017-03-27,Stock Available,Stock disponible,NA,NA,NA,8,supplier_16,fournisseur_16,B00,FALSE,FALSE,5,Speedshop,20,20,0.007010817,0.00229316,40,40,0.004673878,0.001528823,devise_2,2014-10-16,-1034
15275,PE,P-SEAL RETAINER,programme_2,code_filiere_10,1,NA,NA,1.016000032,NA,magasin_13,2016-12-13,2014-05-28,2016-12-13,TRUE,TRUE,famille_code_filiere_1,AMS-QQ-A-250/4,AMS-QQ-A-250/4,B,NA,P2_MSN1,Medium,P1,B00,3,-,B0QQA2504A0-01,fournisseur_13,supplier_13,1,B00,NA,NA,NA,Standard,NA,10,47,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-09,8,2017-02-23,2017-03-10,2017-03-27,8,NA,2017-02-23,2017-03-27,Stock Available,Stock disponible,NA,NA,NA,8,supplier_13,fournisseur_13,B00,TRUE,FALSE,10,Standard,37,25,0.018475073,0.00103931,74,50,0.011096774,6.02886e-4,devise_1,2016-12-19,-1034
15276,PE,P-SEAL RETAINER,programme_2,code_filiere_10,1,NA,NA,1.016000032,NA,magasin_13,2014-07-09,2016-05-31,2016-03-17,TRUE,TRUE,famille_code_filiere_1,AMS-QQ-A-250/4,AMS-QQ-A-250/4,A00,NA,P2_MSN1,Medium,P1,B00,3,-,B0QQA2504A0-01,fournisseur_16,supplier_16,1,B00,factory_2,usine_2,NA,Speedshop,2014-10-22,5,20,NA,NA,NA,100,2014-10-19,2014-10-19,100,2014-10-28,2014-10-28,Lot3_Released,2014-10-30,2014-10-28,HCL,2014-11-08,2014-11-07,NA,NA,Detail,NA,NA,2014-11-12,5,2014-11-15,2014-11-14,2014-11-14,5,0,2014-11-15,2014-11-17,Stock Available,Stock disponible,NA,2014-10-22,2014-11-21,5,supplier_13,fournisseur_13,B00,TRUE,FALSE,5,Standard,37,30,0.018475073,0.00103931,74,60,0.011096774,6.02886e-4,devise_1,2016-03-22,561
15276,PE,P-SEAL RETAINER,programme_2,code_filiere_10,1,NA,NA,1.016000032,NA,magasin_13,2014-07-09,2016-05-31,2016-03-17,TRUE,TRUE,famille_code_filiere_1,AMS-QQ-A-250/4,AMS-QQ-A-250/4,A00,NA,P2_MSN1,Medium,P1,B00,3,-,B0QQA2504A0-01,fournisseur_16,supplier_16,1,B00,factory_2,usine_2,NA,Speedshop,2014-10-22,5,20,NA,NA,NA,100,2014-10-19,2014-10-19,100,2014-10-28,2014-10-28,Lot3_Released,2014-10-30,2014-10-28,HCL,2014-11-08,2014-11-07,NA,NA,Detail,NA,NA,2014-11-12,5,2014-11-15,2014-11-14,2014-11-14,5,0,2014-11-15,2014-11-17,Stock Available,Stock disponible,NA,2014-10-22,2014-11-21,5,supplier_16,fournisseur_16,B00,FALSE,FALSE,5,Speedshop,20,20,0.007010817,0.002172574,40,40,0.004673878,0.001448359,devise_2,2014-10-16,561
15276,PE,P-SEAL RETAINER,programme_2,code_filiere_10,1,NA,NA,1.016000032,NA,magasin_13,2014-07-09,2016-05-31,2016-03-17,TRUE,TRUE,famille_code_filiere_1,AMS-QQ-A-250/4,AMS-QQ-A-250/4,A00,NA,P2_MSN1,Medium,P1,B00,3,-,B0QQA2504A0-01,fournisseur_13,supplier_13,1,NA,NA,NA,NA,Standard,2016-03-25,5,47,NA,NA,NA,NA,2016-04-07,2016-04-04,100,2016-04-07,2016-04-04,NA,2016-04-20,2016-04-22,MECAP,2016-05-24,2016-05-24,NA,NA,NA,NA,NA,2016-06-22,5,2016-06-14,2016-07-05,2016-07-05,5,0,2016-06-01,2016-07-05,Stock Available,Stock disponible,NA,NA,NA,5,supplier_16,fournisseur_16,B00,FALSE,FALSE,5,Speedshop,20,20,0.007010817,0.002172574,40,40,0.004673878,0.001448359,devise_2,2014-10-16,-35
15279,PE,DOUBLER  AFT LATERAL PANEL  OWEED,programme_2,code_filiere_61,1,NA,NA,5.994400024,NA,magasin_14,2014-10-17,2014-10-20,2014-10-22,FALSE,FALSE,famille_code_filiere_4,BAMS516-024,BAMS516-024,A.7,NA,NA,NA,NA,B,2,-,B0BAMS516024P2-01,fournisseur_17,supplier_17,1,B00,factory_2,usine_2,NA,Speedshop,2014-11-19,3,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lot3_Released,2014-12-01,NA,MASA,2014-12-04,NA,NA,NA,NA,NA,NA,2014-12-19,3,2014-11-27,2014-12-23,2014-12-23,3,0,2014-11-27,2015-02-04,Stock Available,Stock disponible,NA,NA,2014-12-30,3,supplier_17,fournisseur_17,B00,FALSE,FALSE,3,Speedshop,25,20,0.015285211,0.037662004,50,40,0.015285211,0.027045388,devise_2,2014-10-23,-107
15283,PE,"DOUBLER, STGR 7",programme_2,code_filiere_14,1,NA,NA,38.09999847,NA,magasin_14,2014-02-20,2014-05-27,2014-10-29,FALSE,FALSE,famille_code_filiere_4,BAMS516-003,BAMS516-003,B.3,NA,P2_MSN1,Medium,P1,B,2,-,B0BAMS516003K4-02,fournisseur_9,supplier_9,1,B00,factory_1,usine_1,NA,Speedshop,2014-03-20,5,25,NA,NA,NA,100,2014-03-14,2014-04-01,0,2014-03-14,2014-04-01,Lot3_Released,2014-05-07,2014-05-06,HCL,2014-05-16,NA,NA,NA,NA,NA,NA,2014-05-15,5,2014-06-09,2014-06-09,2014-05-21,5,0,2014-04-08,2014-05-21,Stock Available,Stock disponible,NA,2014-03-18,2014-05-21,NA,supplier_9,fournisseur_9,A00,FALSE,FALSE,5,Speedshop,25,25,0.015883032,0.011965218,50,50,0.010588688,0.007976842,devise_2,2014-03-04,6
15289,PE,"PLATE, SERRATED, OWEED",programme_2,code_filiere_24,1,NA,NA,3.174999952,NA,magasin_14,2014-09-16,2014-09-26,2014-10-30,TRUE,FALSE,famille_code_filiere_4,AMS-QQ-A-250/12,AMS-QQ-A-250/12,B.3,NA,P2_MSN1,Low,P2,B,2,-,B0QQA25012I0-09,fournisseur_22,supplier_22,1,B00,factory_1,usine_1,NA,Speedshop,2014-10-06,2,30,100,2014-10-16,2014-10-16,100,2014-10-17,2014-10-20,100,2014-11-13,2014-11-10,Lot3_Released,2014-11-20,2014-11-28,AMF,2015-01-29,2015-01-26,NA,NA,NA,NA,NA,2015-01-29,2,2015-01-23,2015-01-31,2015-01-30,2,0,2015-01-23,2015-02-02,Stock Available,Stock disponible,NA,2014-11-20,2014-12-08,2,supplier_22,fournisseur_22,A00,FALSE,FALSE,5,Speedshop,30,15,0.026901971,0.003067308,60,30,0.013450985,0.001943977,devise_2,2014-10-03,-129
15292,PE,"INTERCOSTAL, AFT LATERAL PANEL, OWEED",programme_2,code_filiere_14,1,NA,NA,76.19999695,NA,magasin_14,2014-04-23,2014-06-30,2014-05-02,FALSE,FALSE,famille_code_filiere_4,BAMS516-003,BAMS516-003,C.3,NA,NA,NA,P1,B,2,-,B0BAMS516003K6-01,fournisseur_12,supplier_12,1,B00,factory_1,usine_1,NA,Speedshop,2014-05-22,6,35,100,2014-06-04,2014-06-04,100,2014-06-04,2014-06-04,100,2014-06-04,2014-06-04,Lot3_Released,2014-06-13,2014-06-11,NMF EUROPA,2014-06-20,NA,NA,NA,PE,NA,NA,2014-06-26,1,2014-06-26,2014-06-26,2014-06-26,6,0,2014-06-26,2014-07-01,Stock Available,Stock disponible,NA,2014-05-26,2014-07-01,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,6,Speedshop,35,35,0.056626988,0.008889134,70,70,0.056626988,0.004194111,devise_2,2014-05-06,-1
15293,PE,"FRAME FS379 38 58, FWD LWR PANEL, LAT",programme_2,code_filiere_2,1,NA,NA,1.422399998,NA,magasin_14,2014-11-14,2014-11-14,2014-11-14,FALSE,FALSE,famille_code_filiere_1,AMS-QQ-A-250/4,AMS-QQ-A-250/4,A.5,NA,P2_MSN2,High,P0,B,2,-,B0QQA2504A0-02,fournisseur_11,supplier_11,1,B00,factory_2,usine_2,NA,Speedshop,2014-12-08,1,55,NA,NA,NA,NA,NA,NA,1,2014-11-21,2014-11-21,Lot3_Released,2014-11-28,NA,AEROLIA,2014-12-04,NA,NA,NA,NA,NA,NA,2014-12-08,1,2014-12-09,2014-12-09,2014-12-09,1,0,2014-12-05,2014-12-10,Stock Available,Stock disponible,NA,NA,NA,NA,supplier_11,fournisseur_11,B00,FALSE,FALSE,1,Speedshop,55,55,NA,NA,110,110,NA,NA,devise_2,2014-11-17,-26
15294,PE,"FRAME FS379 58, FWD LOWER PANEL",programme_2,code_filiere_2,1,NA,NA,1.422399998,NA,magasin_14,2014-11-14,2014-11-14,2014-11-14,FALSE,FALSE,famille_code_filiere_1,AMS-QQ-A-250/4,AMS-QQ-A-250/4,A.5,NA,P2_MSN2,High,P0,B,2,-,B0QQA2504A0-02,fournisseur_11,supplier_11,1,B00,factory_2,usine_2,NA,Speedshop,2014-12-08,1,55,NA,NA,NA,NA,NA,NA,1,2014-11-21,2014-11-21,Lot3_Released,2014-11-28,NA,AEROLIA,2014-12-04,NA,NA,NA,NA,NA,NA,2014-12-08,1,2014-12-09,2014-12-09,2014-12-09,1,0,2014-12-05,2014-12-10,Stock Available,Stock disponible,NA,NA,NA,NA,supplier_11,fournisseur_11,B00,FALSE,FALSE,1,Speedshop,55,55,NA,NA,110,110,NA,NA,devise_2,2014-11-17,-26
15299,PE,BRACKET  HYDRAULIC,programme_2,code_filiere_14,1,NA,NA,50.79999924,NA,magasin_14,2014-10-10,2014-10-31,2014-10-21,TRUE,FALSE,famille_code_filiere_4,AMS-QQ-A-250/12<ca>,AMS-QQ-A-250/12<ca>,B.3,NA,P2_MSN1,NA,P1,B,3,-,B0QQA25012I5-01,fournisseur_22,supplier_22,2,B00,factory_1,usine_1,NA,Speedshop,2014-11-03,1,30,100,2014-10-31,2014-11-05,100,2014-11-05,2014-11-06,100,2014-11-18,2014-12-02,Lot3_Released,2014-11-18,2014-12-02,AMF,2014-12-12,2015-01-08,NA,NA,NA,NA,NA,2015-01-07,1,2014-12-11,2015-01-13,2015-01-12,1,0,2014-12-11,2015-02-06,Stock Available,Stock disponible,NA,2014-11-17,2015-01-19,1,supplier_22,fournisseur_22,A00,FALSE,FALSE,2,Speedshop,30,15,0.019625456,0.006565772,60,30,0.009812728,0.003452118,devise_2,2014-10-30,-98
15342,PE,"POST, VERTICAL",programme_2,code_filiere_14,1,NA,NA,50.79999924,NA,magasin_13,2013-10-05,2014-01-21,2014-03-12,FALSE,FALSE,famille_code_filiere_4,AMS-QQ-A-250/12,AMS-QQ-A-250/12,F.2,NA,P2_MSN1,Medium,P0,A,2,-,B0QQA25012I5-01,fournisseur_12,supplier_12,1,A00,factory_1,usine_1,NA,Speedshop,2013-12-16,5,36,100,2013-11-18,2013-11-19,100,2013-11-20,2013-11-22,100,2013-11-22,2013-11-22,Lot3_Released,2014-01-14,2014-02-07,Kilgour,2014-02-20,2014-02-26,NA,NA,PE,NA,NA,2014-03-10,4,2014-02-05,2014-03-07,2014-03-13,4,1,2014-01-06,2014-04-10,Stock Available,Stock disponible,NA,2013-12-05,2014-04-10,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,5,Speedshop,36,36,0.056626988,0.008430945,72,72,0.056626988,0.003735932,devise_2,2013-11-13,-79
15342,PE,"POST, VERTICAL",programme_2,code_filiere_14,1,NA,NA,50.79999924,NA,magasin_13,2013-10-05,2014-01-21,2014-03-12,FALSE,FALSE,famille_code_filiere_4,AMS-QQ-A-250/12,AMS-QQ-A-250/12,F.2,NA,P2_MSN1,Medium,P0,A,2,-,B0QQA25012I5-01,fournisseur_12,supplier_12,2,A00,factory_1,usine_1,NA,Speedshop,2013-12-16,4,36,100,2013-11-18,2013-11-19,100,2013-11-20,2013-11-22,100,2013-11-22,2013-11-22,Lot3_Released,2014-01-14,2014-02-07,Kilgour,2014-02-20,2014-03-14,NA,NA,PE,NA,NA,2014-03-14,1,2014-02-05,2014-03-07,2014-03-19,1,3,2014-01-06,2014-04-10,Stock Available,Stock disponible,NA,2013-12-05,2014-04-10,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,5,Speedshop,36,36,0.056626988,0.008430945,72,72,0.056626988,0.003735932,devise_2,2013-11-13,-79
15343,PE,"POST, VERTICAL FS417 DROIT",programme_2,code_filiere_14,1,NA,NA,50.79999924,NA,magasin_13,2013-10-05,2014-01-21,2013-11-08,FALSE,FALSE,famille_code_filiere_4,AMS-QQ-A-250/12,AMS-QQ-A-250/12,E.2,NA,P2_Test2,Medium,P0,A,2,-,B0QQA25012I5-01,fournisseur_12,supplier_12,1,A00,factory_1,usine_1,NA,Standard,2013-12-16,5,61,100,2013-12-10,2013-12-09,100,2013-12-12,2013-12-11,100,2013-12-12,2013-12-11,Lot3_Released,2013-12-27,2013-12-17,Kilgour,2014-02-20,2014-01-22,NA,NA,PE,NA,NA,2014-03-07,2,2014-02-26,2014-03-10,2014-03-10,2,3,2014-02-10,2014-04-01,Stock Available,Stock disponible,NA,2013-12-05,2014-04-01,NA,supplier_12,fournisseur_12,A00,FALSE,FALSE,5,Speedshop,36,36,0.056626988,0.008430945,72,72,0.056626988,0.003735932,devise_2,2013-11-13,-70
